AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled
16,7.16128271632973,114.58052346127567,1,2,0,2,1,3,19.719681383199337,158.5715125110574,46,2,3.829679916624092,9,1,18,1,1
45,17.440968649834275,784.8435892425424,1,1,0,0,1,3,24.81833690736614,69.73075133485798,8,2,2.1581836646759323,3,0,13,1,0
112,6.788905852937609,760.3574555290122,2,0,1,0,1,1,13.276037905863404,49.06952148877425,37,2,1.8451508805828576,8,0,15,0,0
72,19.144629013103614,1378.4132889434604,1,3,0,2,1,0,24.83489631852757,70.02072930728055,27,0,4.749817614019067,4,1,0,1,1
21,9.874200232532218,207.35820488317657,1,2,1,0,0,2,28.57206440080964,82.20438992149117,30,1,1.970291087898706,4,1,13,1,1
98,14.08245604768642,1380.0806926732691,1,0,1,2,1,0,39.171059244394854,20.54384147357527,11,3,4.8385624588116665,4,1,15,0,1
84,14.668714681406732,1232.172033238165,0,1,1,1,1,1,30.75586407663176,83.90227517672268,35,3,2.10510981427659,1,0,0,1,1
27,13.877915295338113,374.703712974129,2,3,1,0,0,3,3.998578766241232,72.28390989847908,10,4,4.685932791210601,3,1,2,0,1
81,5.227033025868514,423.3896750953496,0,0,0,1,1,0,16.06073751282563,84.69726256746638,32,0,4.307887790673529,5,1,15,0,0
15,13.0538297475218,195.807446212827,2,1,1,1,1,1,20.991835725807448,75.51480235540393,24,0,4.825053753020391,1,1,12,1,0
14,14.043683764564967,196.61157270390953,2,3,1,2,1,0,31.363337215861034,175.8923747047062,32,1,4.776119620200282,5,0,10,1,1
101,9.029530017614547,911.9825317790692,2,1,1,0,0,0,11.111328845337605,53.66589204505608,32,3,2.548674267882911,3,0,18,0,1
23,18.250824299669524,419.76895889239904,2,2,0,2,1,3,27.5617487871648,80.91068758834257,5,1,4.444417871133087,9,0,23,1,1
48,11.085731121686685,532.1150938409609,0,3,0,2,0,0,33.64816376136793,120.71520151658966,48,0,1.0074178295997611,9,0,24,0,1
102,11.560461133815828,1179.1670356492143,2,1,0,0,0,1,16.678561621288384,28.21432147960235,32,1,1.8561493685043928,7,1,22,0,1
30,16.504561293011093,495.1368387903328,1,0,0,2,1,3,14.487086481056854,104.85645878897483,4,2,3.4093338491603853,9,0,23,0,0
25,19.195133492264645,479.8783373066161,0,0,1,1,0,3,2.601748169305991,119.28832300266284,23,4,2.779778713422199,7,0,12,0,1
59,17.340362511257396,1023.0813881641864,0,0,0,1,0,1,29.481544324069656,169.71971950723582,16,3,3.858734874307932,1,0,9,1,0
40,15.866969417818389,634.6787767127355,2,1,0,1,1,1,11.301006667166678,34.40353272648545,33,2,1.7371899663672354,9,1,13,0,0
64,14.84603521299627,950.1462536317612,1,2,1,1,1,1,12.262449699782575,18.54205773979612,19,2,2.5306738294092046,3,0,23,1,0
5,9.493302546229328,47.46651273114664,1,1,1,1,0,1,15.82305549053752,78.81447009754373,45,3,1.6788823578726162,1,1,3,1,1
99,18.85670889889668,1866.814180990771,1,0,0,2,1,2,31.086686702247807,14.011403794744396,48,2,1.838619018015863,2,1,6,1,1
114,16.36136537757921,1865.1956530440305,1,1,0,0,1,2,35.072457973296636,120.99597642419634,23,1,1.1532404952355506,3,0,20,1,0
52,19.75008738943702,1027.004544250725,2,1,1,2,0,2,36.74675161323526,112.38182824828664,15,3,3.544565250413547,0,1,3,0,1
73,6.707427308250841,489.6421935023114,0,2,1,0,0,1,20.46421650492712,63.79060304849497,46,4,1.4667682953144483,9,0,13,1,0
96,5.933602008989944,569.6257928630347,2,2,1,0,1,2,7.095908271900983,104.55594940127754,26,2,3.9155461355337375,7,1,18,0,0
23,8.56863291936571,197.07855714541137,0,0,1,0,1,1,8.065155892181833,17.76635693229767,15,4,3.2008832953340787,5,0,4,0,1
9,13.635632616656055,122.7206935499045,0,0,0,0,0,2,36.47065714624845,100.92015667259548,27,4,4.204664576262685,6,0,5,1,1
22,6.217335828325091,136.781388223152,0,1,1,0,0,1,31.306050807541855,68.61693106760805,46,0,4.034063991182517,3,0,16,0,0
21,18.375293322658905,385.881159775837,1,2,1,0,1,2,2.957752899074971,46.74208948140603,42,0,4.156745679113401,1,1,3,0,0
93,10.0719074381799,936.6873917507309,2,2,1,0,1,1,37.20471477549182,10.564880417334209,38,1,2.3469443099313927,4,0,1,0,0
85,19.314950487522708,1641.7707914394302,0,0,1,1,0,3,23.343095740812014,97.9247843895286,46,4,1.60395778569489,8,1,2,0,1
8,11.003973826011377,88.031790608091,1,2,1,0,0,1,27.197921059664505,85.03237310703612,44,4,3.711644604863096,4,0,5,1,0
6,5.015778174991335,30.09466904994801,0,0,1,0,0,1,20.593401272277344,120.06773495288824,0,1,2.9941740947655444,5,0,14,0,0
40,17.640809720014502,705.6323888005801,1,2,0,0,1,2,12.840342445010965,77.24790155426167,20,1,2.0650731771184296,3,1,24,0,0
19,8.207384802290077,155.94031124351147,0,2,1,2,1,2,21.59240710806315,158.57939975507136,4,0,4.781256116778561,4,1,22,1,0
66,17.419816331191804,1149.707877858659,2,0,1,1,0,2,39.94723231236047,89.64859893389496,10,1,2.683954426502422,1,0,16,0,0
109,13.07408786171499,1425.0755769269338,2,3,0,1,0,3,13.16819248963045,15.735899895567542,29,4,1.24998593702112,9,1,6,1,0
119,13.030413480053465,1550.619204126362,1,0,1,0,1,3,5.2852903309827735,51.43063349091996,20,3,4.697361033844349,6,1,2,0,1
118,8.800690975089712,1038.481535060586,1,2,0,0,0,3,26.857972584030215,60.58428177415942,32,1,3.810613125959095,3,1,4,0,1
112,16.508231977740117,1848.9219815068932,2,2,1,0,1,3,10.03865478397256,21.782679988872367,18,0,1.8841927030968617,5,0,20,1,0
83,15.691243478248962,1302.3732086946638,1,3,1,2,0,0,38.73464874661937,84.90578088721563,21,4,3.393830064298456,3,0,17,0,0
87,6.082664262965022,529.1917908779569,1,2,0,2,1,2,21.0592402532259,166.87627754626897,36,3,4.8170809100268,4,0,14,1,0
70,6.147634404929258,430.3344083450481,1,2,0,2,1,0,6.689838798886065,123.47916312697186,30,3,2.5239378763366536,8,0,10,0,1
27,5.197994513676795,140.34585186927347,1,2,0,1,0,0,33.769681686643665,71.49777742580602,35,1,1.8439853386360137,0,0,14,1,1
12,9.89761357148005,118.7713628577606,1,1,0,2,0,1,14.856050496470036,7.872155651284442,19,4,3.520419285444477,2,1,13,0,1
112,7.195644904716859,805.9122293282883,2,2,0,0,0,3,38.851928705452075,34.472768392449,17,3,4.3913216326235744,6,0,9,1,1
52,10.52290494750642,547.1910572703339,2,0,1,2,1,1,38.1847697034214,163.39340684046593,21,1,3.3123465770669793,7,0,9,1,0
41,14.945974729291091,612.7849639009348,1,3,1,0,1,3,9.316121672167768,83.2975351702623,9,4,4.59861317860126,6,0,0,1,1
109,14.832509393985916,1616.7435239444649,0,3,1,1,1,2,30.621466313988037,25.210802091154378,48,1,1.081817232761788,2,1,8,1,0
80,17.26587649558872,1381.2701196470975,1,3,1,2,0,2,21.48638380626872,14.441959864909366,13,1,4.46854648564044,5,1,24,0,1
49,5.9755163168208,292.80029952421916,0,2,0,0,1,2,20.13777270204664,74.7048893194817,29,1,3.103060609694589,4,1,10,1,1
25,17.798395907399836,444.9598976849959,2,0,0,0,0,0,24.739080687882176,128.78532600556036,0,1,4.7975550299997005,4,1,19,0,0
66,9.00556074183192,594.3670089609067,1,3,1,2,1,3,22.804925809286136,109.81655036685,25,3,1.2516030791682144,6,0,4,0,0
88,9.334650835346524,821.449273510494,1,0,1,2,0,0,38.101574508987234,79.1382473324297,25,2,1.680150828235512,8,0,10,1,0
102,5.721060595233923,583.5481807138601,2,3,0,0,0,3,7.925638886395555,64.81320619420936,28,2,2.155549541821484,9,0,3,0,0
110,16.41430978536556,1805.574076390212,0,3,1,2,0,3,2.0593373483972464,15.345101984263442,12,2,3.2303004088924427,0,1,15,1,1
113,14.074264957774863,1590.3919402285596,0,2,0,0,0,1,33.225329279053554,156.55623048387176,36,3,3.9690188882386743,8,1,0,0,0
114,6.459593805628357,736.3936938416326,2,2,0,0,1,3,10.594917905061724,67.00182978313981,29,3,3.7573785028826,9,1,15,1,0
60,16.926145199533558,1015.5687119720136,0,1,1,1,1,1,23.800620160572063,165.58644379021337,2,2,3.083915070876639,2,1,6,0,1
74,7.826354969528785,579.15026774513,1,2,1,2,1,0,38.06312386544836,172.8800841287652,26,2,2.223329314235738,3,0,16,1,0
59,10.378337404975914,612.3219068935789,1,3,0,0,1,1,20.415791942859773,54.78711821422835,18,3,2.1398239645683894,1,0,0,1,0
36,13.312498911506903,479.2499608142486,0,2,0,1,1,2,10.493097736659012,132.15352299349018,38,1,3.448434398458069,1,0,8,0,1
8,15.631720309045752,125.05376247236602,0,2,1,1,1,0,29.004706707984997,67.60249707941696,42,3,2.085906968574105,8,0,14,1,1
95,12.273579663820154,1165.9900680629146,0,1,1,2,0,3,26.112491843691764,28.804783054644247,37,3,3.4065613545423123,4,0,5,1,0
48,9.234230799227664,443.24307836292786,1,1,0,0,1,3,20.638498512419385,110.78699468390305,21,2,1.732964011731248,2,0,14,0,0
25,15.559165732998704,388.9791433249676,0,2,1,0,0,3,25.71212367796448,148.6833238470033,49,0,4.772891541694833,8,1,19,0,0
85,17.556876737098403,1492.3345226533645,1,0,0,0,1,0,25.73252479540097,165.22459274606513,42,2,2.418608542687869,7,0,1,0,0
35,11.834855543210672,414.2199440123735,1,2,1,1,0,2,31.48212463669141,85.34251840205523,12,4,2.9132691505931407,2,1,10,0,0
92,18.915779082626216,1740.251675601612,0,3,0,2,0,3,22.81067730350752,157.0623832547511,32,0,3.946192665971137,5,1,1,1,1
82,16.157056164345963,1324.878605476369,2,3,0,1,1,1,1.115374153618414,115.15077951777982,24,4,2.8088156424757065,1,0,19,1,0
23,8.318272299998693,191.32026289996995,0,1,0,1,0,2,15.620638911996382,11.697592962908123,22,2,4.196602291460594,4,1,22,0,0
90,9.246554352928046,832.1898917635241,2,0,1,0,0,3,7.29871169246854,102.61517799284022,12,0,1.6891792110549138,8,1,22,0,1
15,14.082094870206278,211.23142305309415,2,0,0,1,1,1,34.27835153939511,166.40132454735874,41,4,3.647776304013436,1,1,18,0,0
82,7.866964839026039,645.0911168001352,1,2,1,1,0,3,13.64049138427287,34.09682967928433,17,3,3.5586225166527634,1,0,21,1,1
102,5.894827114554138,601.2723656845221,2,2,1,0,1,0,4.75228789414352,19.286408651148015,49,3,2.414238795601573,1,1,1,0,1
81,14.175381426626048,1148.20589555671,2,2,0,0,1,1,24.71486035358719,139.03557812295466,36,0,1.9926847046699692,1,0,6,0,1
100,9.178214126909628,917.8214126909628,1,2,1,0,1,1,9.423056076516882,27.283985530614377,35,0,1.3814897419732293,5,0,24,0,0
47,7.360580675472146,345.9472917471909,0,2,0,1,0,1,3.906451323107712,149.04686480932702,32,0,4.822651977906309,3,0,15,1,0
34,9.19513599626456,312.634623872995,1,1,1,2,1,1,34.34764593504549,156.27215550505994,5,0,2.8223468777059897,5,0,16,1,1
112,17.80832804043481,1994.5327405286985,2,3,0,0,0,2,9.513275559164164,16.50758988780645,38,4,1.6432523460820718,9,0,10,0,0
15,19.34320736355797,290.1481104533695,1,1,1,0,0,3,1.3270586395167805,70.45107784869977,17,0,4.213699162041941,5,0,17,1,0
58,19.618965081725605,1137.899974740085,0,0,1,1,0,1,4.749359514769939,115.2456039634647,35,3,4.5963359266959545,6,1,14,0,0
39,17.455147543098185,680.7507541808292,1,2,0,0,0,3,6.855077572455647,22.60252973253432,11,1,4.002370213963157,2,1,20,0,1
88,6.917748531621072,608.7618707826543,0,1,0,0,0,3,12.090173912273,169.3194155415075,16,1,1.9169777192159008,0,0,20,0,1
22,12.70515938671628,279.5135065077581,2,0,1,2,0,3,19.24556635893436,6.664502501990012,9,4,4.852601510954539,1,1,7,1,1
22,15.2657537475059,335.8465824451298,1,2,0,2,0,0,19.050109855530433,25.671916765443655,21,1,3.37985244838796,0,1,24,1,1
104,19.54797897847955,2032.989813761873,1,1,1,1,0,1,27.516983324610983,100.0446828402087,7,3,4.352526214732514,9,0,14,0,0
110,5.93341428391226,652.6755712303486,0,2,1,1,0,2,2.6471513342999327,152.73368200652845,11,0,3.93948548420147,9,1,15,0,0
13,14.405261847291175,187.2684040147853,0,1,0,1,1,3,39.906192062238496,107.11270575723752,35,0,2.9942233844469075,8,1,8,1,1
69,5.255652124807075,362.6399966116882,2,1,1,0,0,2,28.347874477682065,68.53130806947455,41,2,3.0288504442903887,5,0,24,1,0
83,12.16182210867802,1009.4312350202756,2,1,1,2,0,0,4.225845993641208,109.73636699932295,30,0,3.633709116791191,3,1,15,0,0
115,18.725457074069507,2153.4275635179933,2,3,1,0,0,0,22.1183949096654,31.55726449880442,32,4,3.5764806136658405,7,0,5,0,1
3,15.794538305885814,47.38361491765744,2,2,0,0,0,1,14.423532924779812,139.52420883964294,35,3,2.742918326689131,1,0,13,1,0
24,6.84377375369367,164.2505700886481,2,2,1,0,0,1,30.96607106146464,158.9910125622828,47,0,4.52726728209267,4,1,24,1,0
12,8.891429993131272,106.69715991757526,1,1,0,0,1,3,9.628576237570948,122.4231981267516,33,2,3.2922131036847397,7,0,20,1,1
68,5.200831099913105,353.65651479409115,1,1,1,0,0,2,18.33091727731147,87.40111350908812,6,3,4.564056621783308,2,1,0,0,0
30,19.481754777497855,584.4526433249357,2,0,1,2,1,3,18.15951062303213,156.5134435359489,3,3,1.5792728616264284,2,0,7,0,0
109,12.979369826607654,1414.7513111002345,2,3,1,0,1,2,28.10070026173784,103.3739313813461,11,2,2.4708511616821673,5,0,2,1,0
84,10.65992003588906,895.433283014681,0,3,1,0,0,1,37.263415401528064,137.576380483423,3,3,3.1049888162171717,4,0,24,1,0
14,5.05955974020132,70.83383636281847,2,1,1,0,1,2,20.88846476272781,48.67978279996016,34,1,2.1292952441944037,1,1,12,0,0
30,15.589740572982995,467.69221718948984,2,1,0,0,1,3,22.387780470355064,67.4999973759783,40,3,1.625933477494454,9,0,11,0,0
13,15.692070642882788,203.99691835747623,1,2,1,0,1,1,30.61444127513754,165.17235086452675,21,3,1.5534659588601327,1,0,13,1,0
35,14.037883568367151,491.3259248928503,0,0,1,0,0,3,20.899143226933234,31.36111377782321,38,4,3.77002358415731,5,0,14,1,1
113,5.126692067056503,579.3162035773848,2,1,0,0,0,1,39.93694022571671,152.71865005467447,12,0,2.06824208327406,6,0,22,0,0
117,7.678675882689646,898.4050782746885,2,3,0,2,0,3,28.61771447755568,101.75834918432578,38,0,4.7747987896266135,1,1,14,1,0
68,18.796302241062776,1278.1485523922688,2,2,1,1,1,0,14.05319934828509,49.08385859410193,0,4,2.63245935478556,4,0,6,1,1
84,17.09260225615847,1435.7785895173115,1,0,0,1,0,0,7.442077160623723,82.68938845231466,43,2,3.0397927650534307,8,1,1,1,0
30,16.0993323864902,482.979971594706,0,1,0,0,0,3,32.92434833198429,160.34051979334325,19,4,2.1534815661044404,4,1,3,1,1
111,7.942550499167131,881.6231054075515,0,3,0,1,0,0,7.169145412423485,149.00432695689256,8,2,3.8088313664133904,6,0,11,0,1
7,11.56475974703606,80.95331822925242,2,0,1,1,1,0,32.28761366496208,5.063727021969651,25,4,1.1886684565455266,4,0,1,0,0
4,18.20617242018129,72.82468968072516,0,3,0,0,1,0,27.633427714908446,53.40078440231627,3,1,3.7665622189223806,0,1,19,0,1
118,9.136593134834024,1078.117989910415,0,3,0,2,0,2,15.80532415804324,32.675594852161474,43,2,1.8421316467554432,2,0,2,1,0
10,16.26479720711385,162.6479720711385,2,2,1,2,1,0,23.549651515267417,77.22491223880722,1,1,4.83502666216256,1,0,1,0,1
7,7.70276374407068,53.91934620849476,0,1,0,1,1,0,3.3781280463888845,66.10816854900636,35,1,2.6267549269099044,6,1,14,1,0
108,6.049982795420825,653.3981419054492,0,0,0,2,1,3,13.712888986777514,64.59075470983333,31,1,1.90378499755393,4,1,20,0,1
42,6.702620869626319,281.5100765243054,0,3,0,1,0,3,4.3482619019024735,12.20373454796854,40,0,1.7541185475614245,4,0,14,1,1
64,16.37542933413425,1048.027477384592,0,1,1,0,0,2,32.7551937988697,146.98248199584717,6,1,3.227262227310694,2,0,5,1,1
35,18.394076547872267,643.7926791755293,2,2,0,1,0,1,32.80124783014694,58.63526996622972,48,4,3.0667850584879535,0,1,15,0,1
65,8.337293292632383,541.9240640211049,0,0,1,1,0,2,31.509726626727,75.38790191454274,26,1,3.026908355945898,6,0,21,1,0
117,7.100112023664019,830.7131067686903,1,3,1,1,1,1,8.758714569217156,131.09861647388243,43,2,1.79157525610102,7,0,23,1,0
74,17.383545985312267,1286.382402913108,0,3,0,2,0,3,31.38760149020862,166.1193073356361,43,1,3.539588962879345,9,0,12,1,1
59,11.888029628963428,701.3937481088421,1,0,0,2,0,0,17.221646958235226,50.91138527115333,12,4,4.635111898174943,1,0,14,0,0
54,15.8724303955555,857.1112413599969,1,1,0,2,1,1,2.0985932016896993,39.748204023117715,9,4,3.941250062726126,5,1,21,1,0
93,8.081380609722354,751.5683967041789,2,2,1,0,1,3,24.301417600414677,76.80555475440707,19,0,2.103322809702899,5,1,14,1,0
43,18.921788530069698,813.636906792997,1,3,0,1,0,0,27.482357636186247,154.6001341092567,48,3,2.472167844684135,8,1,6,0,0
33,15.429515566085223,509.1740136808124,0,2,1,2,0,1,3.7477352454903023,22.619941167469477,47,4,2.303980533451398,5,0,19,1,0
42,9.184261884002757,385.7389991281157,0,1,1,0,1,0,33.80978177188499,64.66177547128365,8,1,3.2609187437157927,9,0,0,0,1
29,5.176833004383977,150.12815712713532,0,1,0,0,1,1,4.210421292704888,59.95483083302318,49,4,4.794406214074985,6,0,12,0,1
54,19.743191513678138,1066.1323417386193,0,2,0,1,0,1,8.665442415524188,50.81039435224959,27,0,3.3879475492611677,8,1,20,0,1
25,8.258236633800454,206.45591584501136,0,1,0,2,0,3,13.352717916431342,30.756802725310372,37,0,1.09580658001867,5,0,11,0,0
60,17.560279865087217,1053.616791905233,2,0,1,0,0,1,3.7136641202377385,150.05867099724227,28,3,4.388073999846848,1,1,22,1,0
45,12.994261254735784,584.7417564631102,0,1,0,0,1,1,16.727391071112038,161.75957390696053,21,0,4.847182303582569,5,0,2,1,0
101,16.232832329394263,1639.5160652688205,0,1,1,0,1,1,25.08359552045364,14.573560231986658,16,1,2.8915612257698156,4,1,24,0,1
38,7.20258824780303,273.69835341651515,2,3,1,2,1,3,28.515761226291797,20.91634216561059,26,0,4.303088990187691,4,0,14,1,0
109,9.299782258487472,1013.6762661751344,1,1,1,0,0,2,19.895774105145893,58.08220211456491,20,2,3.8344316048044784,5,0,14,0,1
4,9.716159380251344,38.86463752100538,2,2,1,0,0,1,10.72009196843613,27.291032077633837,43,3,1.1246346678975545,8,1,2,1,1
68,13.149729759753276,894.1816236632228,0,1,0,2,0,1,34.53767550224203,71.11739387765145,35,1,3.3613243605011864,7,1,1,0,1
81,9.457478592812912,766.0557660178458,2,2,0,0,1,3,33.40308193973827,167.23088269668796,44,4,4.283716511917996,1,1,21,0,1
57,5.29916963243657,302.05266904888447,2,3,0,1,1,2,18.869317608333105,91.88910990737988,34,4,2.3182203500549874,3,0,3,0,1
38,17.73448435966267,673.9104056671814,0,1,1,2,0,0,18.81220896639344,114.13125063652512,11,4,4.552857476191994,6,1,16,1,1
111,16.879919730025655,1873.671090032848,1,1,1,1,1,2,10.050526945284142,158.43045658856383,48,0,4.888645983341096,0,1,9,0,0
1,16.584000029803818,16.584000029803818,2,3,0,0,1,0,38.93247853021363,139.87353693174106,29,0,3.938342122438632,7,1,24,0,1
58,16.63108981420563,964.6032092239266,1,1,1,2,0,3,33.27941345959016,169.41445247008065,1,0,1.5054518285044265,5,0,12,1,1
112,12.56711908371942,1407.517337376575,1,1,1,2,1,2,31.213119247871116,57.278683975617234,20,2,4.268845450083441,3,0,16,0,1
16,10.968195973447,175.491135575152,2,2,0,0,0,3,6.128027572076931,75.30443899334804,30,1,4.249321256471746,9,1,8,0,0
92,9.18006150457104,844.5656584205357,1,0,0,0,0,1,6.112778818339786,12.705490667617472,32,2,1.3429480861632093,8,1,17,0,0
70,16.43317562945549,1150.3222940618843,0,1,1,1,0,1,21.05141616000041,31.469845260365005,21,3,1.96898098100752,6,1,20,0,0
21,6.0909932634413195,127.91085853226772,0,0,0,1,1,2,26.20471996083417,131.36506291035673,9,3,4.481378672012649,2,0,17,0,0
89,13.177301851996328,1172.7798648276732,1,3,0,0,1,1,2.0256518415029254,102.99170938456912,14,0,1.236111724286543,3,0,4,1,1
10,5.065138490000072,50.65138490000072,0,1,1,1,1,0,34.93294815870175,112.68767768012135,35,0,3.5035490992324605,3,1,23,1,0
85,10.275719671611908,873.4361720870122,0,2,0,1,1,0,33.612244334705785,139.91118364858747,34,1,3.951616886890925,1,1,18,1,1
3,18.77979369661489,56.33938108984468,2,3,1,0,0,3,8.45562112437418,159.71346962978228,4,1,1.8535285526444327,8,0,12,1,1
74,8.652272229240445,640.2681449637929,0,3,0,2,0,2,21.024384420766488,99.31452352890533,21,3,1.1733374978346474,3,1,10,1,0
10,18.601913017299395,186.01913017299395,2,3,0,0,1,3,23.982405811782485,85.74670155642458,41,1,4.552937403708768,2,0,7,0,0
48,7.373864536933725,353.94549777281884,0,1,0,2,0,0,38.44818878707173,138.32664043742457,15,2,4.368351192155581,5,0,15,1,1
22,9.375935694285609,206.2705852742834,1,3,0,1,0,0,16.452489769087116,18.16278824636476,7,4,1.790005035174293,9,0,16,0,1
68,19.620770344327205,1334.21238341425,2,1,0,0,0,2,34.74498135753396,116.84756473735828,48,4,2.11359657153557,7,1,7,0,1
21,17.49565681444016,367.40879310324334,2,3,1,2,0,2,3.755498180856311,165.92611823209407,46,3,2.8597902994336755,8,0,12,1,1
10,10.27260628982386,102.72606289823858,2,1,0,2,0,0,2.854890095477371,45.49297589243171,3,1,4.20455815006923,5,1,13,1,0
45,7.510772332736672,337.98475497315025,2,3,0,2,1,3,1.0495665519324358,35.911442420089855,20,3,4.694086396614957,9,1,6,0,1
79,8.49502661340491,671.1071024589879,0,0,1,1,0,0,11.466327382234237,141.69761211752495,44,4,3.5162896611169923,7,0,8,0,0
25,14.90372053121046,372.59301328026146,2,3,0,1,0,1,29.5140845189993,40.10007520841808,21,0,3.01180769359091,6,0,17,0,1
30,15.982218289410657,479.4665486823196,0,3,1,0,0,0,27.35995460158098,135.73728454154826,15,2,3.3055469510458613,8,0,20,0,0
92,8.271652765776018,760.9920544513936,2,0,1,2,1,2,39.300925622298394,158.82427639038602,11,1,4.494181728946453,3,1,7,1,0
81,6.32581830782329,512.3912829336865,0,2,1,1,0,1,7.966823698278692,5.253267220742659,27,2,2.2438673145269914,5,0,11,0,0
69,15.92020196848312,1098.4939358253353,0,3,0,1,0,2,2.779454803419844,47.60719233700278,8,0,2.1448281676998535,7,0,13,0,1
40,14.660460029575829,586.4184011830331,1,0,0,0,0,0,29.476682644626155,69.58419262575494,20,1,1.8548413356550943,6,0,10,0,1
61,12.496819357282186,762.3059807942134,2,3,1,0,1,1,8.940233634793444,67.90598879967006,0,0,4.5081677742417305,6,0,21,0,1
72,16.30249361430559,1173.7795402300026,2,0,0,0,1,0,28.863608205730575,175.49101204001084,49,0,4.510674603305651,4,1,16,1,0
117,10.151662389321448,1187.7444995506094,0,2,0,1,1,3,4.756882499137361,79.55557166324883,5,2,4.962757147566778,7,1,15,0,1
52,17.71155134062066,921.0006697122742,2,3,0,0,0,2,39.707388163457495,171.6629782919864,41,1,3.459577560148911,0,1,21,0,0
73,19.185653973537477,1400.5527400682358,1,1,1,1,1,3,9.35380015118669,69.14253363973569,41,4,2.954121785828715,1,1,6,1,0
36,15.562418398687884,560.2470623527638,1,0,0,1,1,3,24.468263704453513,117.33910226062564,26,2,2.1571128198802754,4,0,4,1,0
