AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,DeviceRegistered,ViewingHoursPerWeek,ContentDownloadsPerMonth,UserRating,SupportTicketsPerMonth,WatchlistSize,ValuePerHour,High_Cost_Low_Usage,Support_Intensity
75,8.661804476140734,649.6353357105551,0,0,10.883533192176062,5,4.5868640281037525,3,24,0.19896581662014187,0,0.039473684210526314
108,8.060048692391995,870.4852587783354,1,0,28.36059794968217,1,2.8708026137649707,7,8,0.07104970631827436,0,0.06422018348623854
54,10.151722683399754,548.1930249035868,2,1,21.261095444125655,8,2.2910226969860186,6,8,0.11936970264195544,0,0.10909090909090909
22,5.934744481393922,130.56437859066628,2,3,23.99975946745216,36,3.81002384977871,5,14,0.06182087395106597,0,0.21739130434782608
90,13.050761791038765,1174.568561193489,2,1,32.90596865181108,46,4.26855175272836,1,13,0.09915193372653189,0,0.01098901098901099
39,14.0319446159639,547.2458400225921,0,0,12.876407353295235,21,3.26464534770376,0,20,0.2724351590961781,1,0.0
14,10.942329798474145,153.19261717863802,0,0,20.69149767311404,28,1.0600526607479517,8,5,0.13220804311913417,0,0.5333333333333333
107,14.895517645336074,1593.82038805096,0,1,33.772569631795804,15,4.3830893728031075,3,4,0.1102634304812343,0,0.027777777777777776
32,17.44448401989684,558.2234886366989,0,2,3.6865296374355383,14,4.23086544621381,9,13,1.1829881048402235,1,0.2727272727272727
13,16.51734964293675,214.72554535817775,1,2,24.042698545446584,5,4.563269988983878,4,14,0.1717501619042966,0,0.2857142857142857
72,5.709316924490247,411.0708185632978,1,3,16.669216888672118,48,2.6069225601194557,6,1,0.08562665056484255,0,0.0821917808219178
61,7.575289841538207,462.09268033383063,2,1,12.541483602714685,36,2.4583686341967166,4,9,0.15100465643661629,0,0.06451612903225806
61,10.656166427818512,650.0261520969292,0,0,11.71938081890426,41,4.503038851757483,1,5,0.22731930903956102,0,0.016129032258064516
80,8.844795119557585,707.5836095646068,1,3,1.0109590983485015,45,2.536925559387217,0,0,2.187228184299992,0,0.0
36,6.750154402754878,243.0055584991756,1,1,33.46343827581231,17,2.4921278361724006,4,8,0.050429324511496995,0,0.10810810810810811
89,10.641284940131255,947.074359671682,0,0,5.705463526062182,44,3.7028439427263047,9,20,0.466276071402722,0,0.1
84,16.04816478341357,1348.0458418067396,1,1,12.181414397633551,28,2.6682135167221306,4,23,0.3293575756107112,1,0.047058823529411764
69,5.149960314184049,355.34726167869934,0,2,31.8046499974433,21,3.6184568365865,3,18,0.04048118965400384,0,0.04285714285714286
68,19.124819920962413,1300.487754625444,1,3,21.173707484223815,45,1.941208172291916,1,8,0.22580858488532796,0,0.014492753623188406
90,5.8133242756534536,523.1991848088109,2,3,12.00755044279013,41,1.9896022098203372,1,15,0.12103476438254876,0,0.01098901098901099
8,8.546049660184508,68.36839728147606,1,2,2.444806884159069,13,4.520716755235755,7,23,0.8738981432091637,0,0.7777777777777778
118,10.854941106429434,1280.8830505586732,2,0,20.44985946561721,28,1.4617355097371307,5,0,0.13270190183920555,0,0.04201680672268908
62,8.851249317496416,548.7774576847778,0,0,17.008991985121877,32,3.6252131622254113,2,4,0.13009661588326596,0,0.031746031746031744
22,18.275248834057997,402.0554743492759,0,1,20.485904808456525,44,1.077613739389661,6,19,0.22302222896559343,1,0.2608695652173913
15,7.25597354664403,108.83960319966044,2,2,27.328157518544096,35,4.925553869695036,6,18,0.06637818041101157,0,0.375
23,8.801500554423015,202.43451275172936,2,3,7.672393530518426,31,1.3949752740146524,4,19,0.28679121556467785,0,0.16666666666666666
65,9.597799670062152,623.8569785540399,2,2,11.236975877869124,11,4.77729753797621,7,4,0.21353163789007243,0,0.10606060606060606
86,14.06127659613296,1209.2697872674346,2,2,1.2975703782190895,41,1.0183359203880755,1,22,2.7091543786391044,1,0.011494252873563218
39,17.93697066277564,699.54185584825,0,3,14.04394864269688,23,2.4146871339725537,4,8,0.3193006966883653,1,0.1
66,13.652354274784502,901.0553821357772,2,2,25.14276672508263,15,1.1356048750279857,6,23,0.1357483276235514,0,0.08955223880597014
101,19.498002364053622,1969.298238769416,0,2,30.75121454283123,24,2.6709521994816803,0,20,0.15851408225179306,0,0.0
81,9.734657097077076,788.5072248632433,0,3,37.74287734639582,22,4.208201861654791,5,6,0.06448009344421758,0,0.06097560975609756
91,15.413360984361782,1402.615849576922,0,0,14.643178832184956,13,2.06953039974892,1,11,0.26314915801162736,1,0.010869565217391304
101,13.355386192222312,1348.8940054144534,0,0,6.961465090186483,16,3.0233062583376604,7,6,0.4796183540240304,1,0.06862745098039216
11,7.254405198156844,79.79845717972529,0,2,35.62363188156026,24,1.6843070647181435,0,15,0.05091006141208371,0,0.0
108,10.848607510320855,1171.6496111146523,2,3,9.282196194239138,29,2.1415177497357227,8,19,0.29218858853859664,0,0.07339449541284404
96,15.532206530093884,1491.0918268890127,2,0,4.292043090977144,12,3.1364651567318975,7,13,0.9047093246825042,1,0.07216494845360824
51,9.901301382791956,504.9663705223897,1,1,8.078224174551405,4,3.4528992640456235,1,22,0.30641948225342197,0,0.019230769230769232
81,5.849367598168309,473.798775451633,0,0,11.175977250753188,22,1.84048338171608,3,6,0.13084689007682102,0,0.036585365853658534
78,11.208124832055251,874.2337369003096,0,0,9.344466721739822,41,3.971807619823826,2,12,0.2998599295698629,0,0.02531645569620253
58,16.416724656644085,952.170030085357,1,3,33.9818693248355,38,4.709080862292483,5,13,0.12077561404097317,0,0.0847457627118644
96,19.607486599715628,1882.3187135727003,1,0,17.07154772924091,18,4.8667253349604245,2,13,0.28713691669259334,1,0.020618556701030927
20,11.253594815845233,225.07189631690463,1,1,25.423553601637668,3,4.902959668253507,3,15,0.11066111057404676,0,0.14285714285714285
21,16.208351551430965,340.37538258005026,0,3,34.44408879916234,33,1.235985331319264,4,0,0.1176424750869202,0,0.18181818181818182
64,10.482348037952177,670.8702744289392,2,2,33.752068714536435,19,4.311367325126424,9,12,0.07764226282665859,0,0.13846153846153847
29,13.523921742581358,392.19373053485936,2,1,16.387506030868206,24,4.552912441132799,7,23,0.2063145165407202,1,0.23333333333333334
59,8.29581030318473,489.4528078878991,2,2,5.522576396115049,46,1.8404548706935433,9,16,0.37554075003289267,0,0.15
116,5.0689229892019965,587.9950667474316,0,2,13.65557886883156,43,4.67138363896758,5,1,0.09279948776049637,0,0.042735042735042736
98,14.732513140122212,1443.786287731977,0,1,27.91200116853716,21,4.268711179029476,6,17,0.13195500493864556,0,0.06060606060606061
36,17.000526469032955,612.0189528851864,2,3,37.76869329987303,46,2.146810337966098,1,20,0.11253054362725043,0,0.02702702702702703
71,19.38491340947551,1376.328852072761,0,2,23.67690254168471,9,2.22296886145171,3,12,0.2046816847206411,0,0.041666666666666664
49,18.066724992716765,885.2695246431215,1,2,14.15480023960028,30,4.334945395040252,1,3,0.3190918340034292,1,0.02
97,16.134334248073564,1565.0304220631358,2,1,36.77959763616683,10,1.243372643970431,0,21,0.1096690500668976,0,0.0
116,13.3968332798094,1554.0326604578904,2,1,18.95917073747517,37,1.3345470039551324,1,24,0.17665373249520816,1,0.008547008547008548
91,18.430951960728713,1677.2166284263128,1,1,35.63376452817402,39,4.9815765101341904,3,6,0.1293082002102808,0,0.03260869565217391
109,17.41094717671412,1897.7932422618392,2,3,20.642683931736972,41,1.8541849017678596,6,3,0.21086098861258995,0,0.05454545454545454
58,11.307474459928574,655.8335186758574,1,2,31.06391066946838,26,1.7854233297228088,5,17,0.09100169718844023,0,0.0847457627118644
103,17.093377619646326,1760.6178948235715,0,0,28.00562034637143,6,4.651658800859714,2,18,0.15258881302795557,0,0.019230769230769232
50,5.95419470281023,297.7097351405115,1,3,25.872952176650152,19,4.474074259285709,1,21,0.0575330040095963,0,0.0196078431372549
73,7.956952625375997,580.8575416524478,0,1,3.721014150498063,44,4.755428139777216,1,8,0.5345956618920198,0,0.013513513513513514
111,19.975081467114485,2217.2340428497077,2,0,35.589991246248054,37,2.846043909123262,5,16,0.1403138960374596,0,0.044642857142857144
54,14.869871985951365,802.9730872413737,2,2,20.456981461203664,13,4.322687061543517,9,5,0.18172123576040045,1,0.16363636363636364
37,9.216491711096324,341.010193310564,0,0,1.527309338661067,2,3.626793847466131,5,12,1.5086155059067077,0,0.13157894736842105
74,7.0397420321077915,520.9409103759766,2,2,31.82726047951405,16,4.35650953507972,5,17,0.05529648068000162,0,0.06666666666666667
108,16.10922342993559,1739.7961304330436,1,1,15.518947497017814,49,2.105991168891554,6,12,0.2595089514530907,1,0.05504587155963303
18,7.035170337821506,126.6330660807871,2,2,10.135361703030172,6,2.7427217218995525,1,17,0.17353031816782327,0,0.05263157894736842
40,7.5536062335285585,302.1442493411423,2,3,19.906502067085743,2,1.3617999413053736,2,5,0.09486355404391285,0,0.04878048780487805
35,7.822937280586908,273.8028048205418,1,0,20.658177507180483,19,2.479500287662953,9,2,0.09467119235465685,0,0.25
36,7.006468790475923,252.2328764571332,2,0,39.547300971253534,37,4.0508126215069895,7,5,0.04429169990182859,0,0.1891891891891892
91,9.183787352559388,835.7246490829043,2,2,8.38490352682884,41,2.6411875428203,4,9,0.2738191038619374,0,0.043478260869565216
24,5.045269229298673,121.08646150316817,1,2,3.842850750219622,36,3.132611356097472,8,15,0.32822435927195276,0,0.32
47,8.02902396926202,377.36412655531495,0,3,2.694200223638881,24,3.7990474712027416,4,5,0.7450284460845764,0,0.08333333333333333
22,6.97927567663188,153.54406488590135,1,0,8.011206585919037,38,3.9897552483423553,7,20,0.2177972626215194,0,0.30434782608695654
89,18.460078609298535,1642.9469962275696,1,1,12.672713223278116,23,3.7438741757845495,7,18,0.36416980957203343,1,0.07777777777777778
27,16.654211322277135,449.6637057014826,0,2,25.78842425423412,33,1.642527958293542,2,19,0.16145045347325052,0,0.07142857142857142
82,10.96204387529992,898.8875977745935,0,0,31.74305231696648,8,1.2957773926871328,8,7,0.08633419747654963,0,0.0963855421686747
57,15.998679370120454,911.924724096866,0,0,37.53684422486239,17,1.9014545942263728,5,14,0.10655317191642483,0,0.08620689655172414
38,6.1015007526875165,231.85702860212564,1,1,27.4694098993785,2,4.314383576837949,6,21,0.05552995786501775,0,0.15384615384615385
97,16.163421457681764,1567.8518813951312,0,0,30.226072398382353,25,1.9755378107818065,4,22,0.13368774076034984,0,0.04081632653061224
80,7.008968727111718,560.7174981689375,1,3,16.32019311176786,36,4.470320259516565,2,3,0.10736650865196125,0,0.024691358024691357
89,19.480576479759492,1733.7713066985948,2,2,39.63864771466805,49,2.2429149802703794,9,21,0.12286352764304374,0,0.1
106,19.46847448056553,2063.658294939946,1,2,14.210354253617783,5,4.813865307529907,8,15,0.3425050809888151,1,0.07476635514018691
17,12.11750160934454,205.9975273588572,1,3,16.720380462295264,34,2.4606158387246184,6,6,0.1811786139599379,0,0.3333333333333333
112,14.36952580461914,1609.3868901173437,0,2,34.68530532129272,38,4.170588173608309,8,19,0.10357070211680702,0,0.07079646017699115
85,5.603558731446658,476.302492172966,2,1,28.55382736985061,27,4.841407089749413,8,21,0.0490613623333555,0,0.09302325581395349
114,7.809138558569236,890.2417956768929,1,3,16.47612606069172,46,3.8064087749760063,1,19,0.11849172571440102,0,0.008695652173913044
82,11.186267153479475,917.2739065853171,0,1,2.835625738523892,45,3.9930245761933705,1,8,0.9862255458540371,0,0.012048192771084338
5,10.095587206535274,50.47793603267637,1,1,12.847706062019933,2,3.8534409662860174,6,0,0.19644726773311558,0,1.0
111,11.847312433932352,1315.051680166491,0,2,30.09031862379364,32,1.9581686856518912,9,8,0.0984312635869942,0,0.08035714285714286
102,7.144923187785027,728.7821651540728,1,1,16.166611117977624,20,4.580121688437254,1,3,0.11048888083524872,0,0.009708737864077669
20,18.110981883690854,362.2196376738171,2,2,4.338566091699532,37,3.4217930444215603,1,10,1.04360406510439,1,0.047619047619047616
106,17.8400148344108,1891.0415724475447,1,0,17.902244551887442,49,1.2964555734413152,4,7,0.24913097535860304,1,0.037383177570093455
35,12.68038997533102,443.81364913658575,1,1,32.87024199628581,37,3.489296784141591,1,23,0.09644277854967623,0,0.027777777777777776
34,12.560254964937284,427.0486688078676,0,1,11.049972309077706,41,3.402067367371341,9,23,0.2841693700546537,1,0.2571428571428571
103,9.836049213838828,1013.1130690253992,1,3,25.555831815492432,49,1.7611758027073172,9,14,0.09622117946142188,0,0.08653846153846154
94,8.97040745166287,843.2183004563099,1,0,21.657937343872867,16,2.007684958486336,7,14,0.10354641817557736,0,0.07368421052631578
78,13.831463198305489,1078.854129467828,2,0,21.419166126017828,45,2.372650668749849,3,7,0.16143792614861074,0,0.0379746835443038
101,11.389968665589686,1150.3868352245584,2,0,12.3151928360666,49,2.6229236314224273,0,6,0.23121782553446701,0,0.0
108,17.358420279979576,1874.7093902377944,2,3,7.070097031932538,16,3.973467889930242,3,23,0.6137970804283909,1,0.027522935779816515
31,18.688783966266826,579.3523029542716,2,1,29.885625622845374,36,1.073229185031392,6,17,0.15633589242686563,0,0.1875
38,17.144176532708272,651.4787082429143,0,1,27.88469710466463,27,4.1299652297719565,4,16,0.15370595845681956,0,0.10256410256410256
15,8.621349521647195,129.32024282470792,0,0,10.405540198942138,48,3.614210629461956,6,14,0.20713363145216718,0,0.375
82,18.588540309052753,1524.260305342326,0,1,29.93607352120431,44,4.5211332945060825,5,24,0.1552352894631525,0,0.060240963855421686
60,17.322519110791,1039.35114664746,0,3,8.09914268162849,36,3.969895793247072,0,15,0.5347022288970759,1,0.0
16,11.371147425545772,181.93835880873235,0,0,29.371385278961327,17,1.018045049731506,3,1,0.09678763208440898,0,0.17647058823529413
33,15.70398652592919,518.2315553556633,1,2,9.089457994023409,29,4.11139420720054,3,3,0.4319285623060932,1,0.08823529411764706
27,9.436514189261644,254.7858831100644,0,2,6.077180087599512,43,1.9388328945516893,5,10,0.3881945929297973,0,0.17857142857142858
87,6.0629834326178,527.4795586377486,0,1,10.265816882075235,24,2.8564508651881546,2,8,0.1476498011462281,0,0.022727272727272728
84,12.758610235892222,1071.7232598149467,1,1,15.0250799775735,12,4.463883643063154,6,4,0.2122885542480843,1,0.07058823529411765
95,18.815914281085917,1787.511856703162,2,3,29.302805796527505,30,1.370311002468541,1,6,0.1605299698193552,0,0.010416666666666666
50,18.707552543854923,935.3776271927462,0,1,18.854633029609733,32,2.127721314319683,8,12,0.24804980646436295,1,0.1568627450980392
8,18.98728577451478,151.89828619611825,1,1,38.553931316915545,29,1.5451502600746667,8,19,0.12312159229182494,0,0.8888888888888888
43,10.566315246719718,454.3515556089479,2,3,6.911450702222064,27,4.864200406678215,9,21,0.38220322041504895,0,0.20454545454545456
35,15.21728785984378,532.6050750945323,1,1,31.459016625323247,44,4.1663737061611865,9,13,0.12092946133816063,0,0.25
41,9.137893300028296,374.6536253011601,2,0,13.590456812904774,28,3.7336145658840407,1,20,0.16809392902925657,0,0.023809523809523808
53,8.391908455350649,444.7711481335844,1,1,25.79787970722138,10,2.2024729259265907,3,5,0.08132362493804043,0,0.05555555555555555
114,18.30511030157636,2086.782574379705,1,3,37.87292189124223,11,2.102272496464878,3,16,0.12083243955476809,0,0.02608695652173913
32,15.61928335747272,499.817067439127,1,0,36.17719855654961,38,2.9400234241662893,3,9,0.10793596431410939,0,0.09090909090909091
48,6.910602139454589,331.7089026938203,0,1,36.63662978646183,23,4.810247321814026,1,3,0.04715637145513219,0,0.02040816326530612
14,11.940167243358337,167.16234140701673,2,0,29.626223689467807,33,4.346177738557818,8,24,0.10075674230163827,0,0.5333333333333333
13,14.144829935730131,183.88278916449173,1,2,37.82412252137525,26,4.728846823484104,5,3,0.09349079964938892,0,0.35714285714285715
50,18.507505627259413,925.3752813629708,1,0,36.44563599954796,41,1.6354129538530875,1,5,0.12695282296991703,0,0.0196078431372549
101,17.375434091288966,1754.9188432201856,1,1,5.650679595539609,6,2.0529170223567137,6,3,0.768732018369628,1,0.058823529411764705
116,5.135624236508608,595.7324114349985,0,2,38.6128664072316,15,4.9123733320669665,7,8,0.03325073143427687,0,0.05982905982905983
44,19.44852629209604,855.7351568522258,2,0,16.415677309881758,42,4.183992200523178,3,11,0.2961882965407754,1,0.06666666666666667
92,5.200905262942849,478.48328419074215,2,2,1.02342865607106,26,2.282853960123927,5,5,1.2704608087798464,0,0.053763440860215055
83,15.756232418435149,1307.767290730117,1,2,7.879944805460888,28,1.6417284161443098,7,20,0.499883955647505,1,0.08333333333333333
69,13.539589978902246,934.231708544255,1,2,12.098263167185126,38,4.488120617898809,3,22,0.2797837489566844,1,0.04285714285714286
68,7.23634834306081,492.0716873281351,2,0,23.817564625638827,31,2.646683285486064,1,6,0.07595600537717355,0,0.014492753623188406
62,5.480446131282018,339.7876601394851,2,0,37.31439227046303,7,2.8915484780928966,6,23,0.03671804470806116,0,0.09523809523809523
112,6.331481869893509,709.1259694280731,0,3,28.72756217919683,24,3.762325700852685,8,10,0.055099365683203616,0,0.07079646017699115
43,19.35081514314171,832.0850511550935,1,0,16.747221551910705,10,4.490924674248066,5,20,0.28886604853071746,1,0.11363636363636363
73,11.884167689361146,867.5442413233636,1,3,15.698234827755384,14,3.6607976424097863,7,12,0.1892596147034576,0,0.0945945945945946
84,15.980789444960648,1342.3863133766945,1,3,12.95019852657583,47,3.0728170848383662,5,1,0.3085047133381944,1,0.058823529411764705
21,12.180545966106648,255.7914652882396,1,3,1.7961567617980754,47,4.708638273157085,8,1,1.6953620822259146,0,0.36363636363636365
60,11.371900770790443,682.3140462474267,2,2,18.1916530992845,24,2.469082134755884,4,2,0.15627909888737124,0,0.06557377049180328
15,6.2148418335094755,93.22262750264213,0,3,34.6707835770027,7,1.0858329324852949,9,14,0.04481324870328689,0,0.5625
99,17.991863867599754,1781.1945228923755,2,3,24.228886547875973,1,2.2304439965702585,0,16,0.1856447638070707,0,0.0
25,9.045160778696044,226.1290194674011,1,2,26.974237702134452,23,1.5516856707622249,5,8,0.08383147648829414,0,0.19230769230769232
9,8.370003676581675,75.33003308923507,0,2,26.061624273134257,30,2.224728908222874,5,20,0.08029050212460692,0,0.5
50,11.549900137207098,577.4950068603549,0,1,14.639330912863128,11,1.5307667787311776,4,11,0.1972409123189101,0,0.0784313725490196
39,12.455651246289262,485.7703986052812,0,1,38.55222468685303,40,3.795935573459208,4,2,0.08077128665525213,0,0.1
87,13.13550575953034,1142.7890010791396,2,3,2.5112458598480196,42,2.406372498387215,0,11,1.3076681042947738,1,0.0
101,11.063077510694526,1117.3708285801472,2,1,38.35683452390164,31,3.1288659416198192,0,24,0.07210629849873555,0,0.0
29,18.76280060767975,544.1212176227127,0,3,8.845896670740254,33,4.3888508956306485,1,16,0.5302684616324248,1,0.03333333333333333
71,13.541837630747333,961.4704717830604,2,0,36.35794551646339,15,4.25680173786615,4,1,0.09311470536406335,0,0.05555555555555555
94,15.816682015115845,1486.7681094208892,0,1,22.372228706581797,6,3.1833089767927105,7,3,0.17674459310482177,0,0.07368421052631578
95,10.557836236858972,1002.9944425016024,0,1,21.40541461626013,46,1.6534306577044218,9,18,0.123308007609567,0,0.09375
65,18.998552123433925,1234.905888023205,2,0,18.493594871674,4,3.3425778221832663,1,9,0.25682610653090554,1,0.015151515151515152
82,17.71939261021542,1452.9901940376644,0,2,11.667781159163804,29,4.248821077331032,4,24,0.379664993472939,1,0.04819277108433735
110,19.829439979893003,2181.2383977882305,1,3,30.3718461347242,49,2.7452022759385093,3,18,0.16322221349922936,0,0.02702702702702703
76,19.23749893227287,1462.0499188527383,1,2,34.4776215111237,46,4.636555643015121,0,5,0.13949264732903288,0,0.0
87,14.154810024281518,1231.468472112492,2,3,12.730142197134755,36,4.913175575070797,0,23,0.27797823321818804,1,0.0
51,19.542000677024213,996.6420345282348,0,2,13.443955625218049,14,3.173660761741918,1,4,0.36339751592474007,1,0.019230769230769232
26,17.22422526683876,447.8298569378078,0,0,5.337900332618721,46,4.270232081724859,5,19,0.8066947388887452,1,0.18518518518518517
13,5.00401235070172,65.05216055912236,2,0,33.72183282720263,19,1.690117111804403,9,1,0.03709771900036953,0,0.6428571428571429
110,17.247270804577354,1897.199788503509,2,0,14.26351079970106,33,3.722687118632352,1,19,0.30229707721470916,1,0.009009009009009009
113,19.34467464484216,2185.948234867164,2,0,6.704074182298926,13,2.2454930240113766,4,8,0.7213775309401133,1,0.03508771929824561
53,10.835944546057808,574.3050609410637,2,1,34.06205361025292,28,1.1270249427111685,7,9,0.07953090989840673,0,0.12962962962962962
68,6.35396155473371,432.0693857218923,0,0,36.92564029013303,20,1.96358313841108,6,14,0.043018627854456835,0,0.08695652173913043
92,11.870230431730484,1092.0611997192043,2,3,31.906188665898576,37,4.6250432989224795,8,9,0.09300883962527762,0,0.08602150537634409
9,19.87784631002986,178.90061679026874,0,3,5.418281123277668,36,3.497550855503255,4,7,0.9171656536731867,1,0.4
40,5.561815059509094,222.47260238036375,0,1,11.328519044953108,9,3.5393494781166472,5,21,0.12273923261063123,0,0.12195121951219512
71,7.463946251242706,529.9401838382321,0,1,25.845257393478388,43,2.737434272195904,6,1,0.07219841212461375,0,0.08333333333333333
107,13.766157986360676,1472.978904540592,2,0,8.202106732788252,38,4.904780420490053,5,5,0.41959212478111824,1,0.046296296296296294
74,14.795383902770372,1094.8584088050077,1,1,38.19232140009215,20,3.2018951280546384,5,12,0.09684789549010485,0,0.06666666666666667
68,16.112063760265006,1095.6203356980204,0,1,38.512031550297024,34,1.4984438160097304,2,5,0.10459110443596968,0,0.028985507246376812
92,19.19749451966212,1766.169495808915,2,1,11.68607224989592,4,1.942050628428564,0,1,0.41069175550282394,1,0.0
100,9.500221374790772,950.0221374790772,2,2,24.496365478324577,40,1.9334054294190264,8,20,0.0969554165723233,0,0.07920792079207921
10,16.40185101906363,164.0185101906363,0,1,20.866729731973876,22,2.26430424627112,3,3,0.1965072034913075,0,0.2727272727272727
90,19.635109130469672,1767.1598217422704,0,1,23.222761909115807,48,2.657502170136915,9,24,0.21137783907805036,0,0.0989010989010989
100,14.10051081796214,1410.0510817962138,0,3,20.525967912334114,3,4.948213780764785,2,8,0.17173989926376632,0,0.019801980198019802
47,9.2040176023705,432.5888273114134,1,2,26.635587449170544,4,4.678594739019719,1,1,0.0863883472961357,0,0.020833333333333332
64,18.493699760073348,1183.5967846446945,2,0,31.31425616499196,26,3.3152973456320485,9,24,0.1476460075802673,0,0.13846153846153847
104,12.819207150555062,1333.1975436577266,0,0,8.53090296221221,34,3.715799375970828,9,19,0.3756696926359461,1,0.08571428571428572
100,8.33014549890247,833.0145498902469,1,2,22.24802554187165,31,2.504075655701447,9,15,0.09360544590372037,0,0.0891089108910891
17,7.679230809747882,130.54692376571398,0,3,7.526277696545957,27,2.87436498854461,9,4,0.2550806276451735,0,0.5
84,18.546637837799864,1557.9175783751884,0,2,19.117001047693417,15,3.922655613123544,6,14,0.2425411489619665,1,0.07058823529411765
12,7.824372605421592,93.8924712650591,1,0,26.021762552728077,21,2.7360845393099553,0,20,0.07517143116646673,0,0.0
55,7.383090509389064,406.0699780163985,2,0,6.840028194081414,30,4.434253194306779,4,23,0.26984867715636307,0,0.07142857142857142
89,12.600553312970543,1121.4492448543783,1,2,5.733514209844949,46,1.1675833406273397,4,17,0.5494253743153243,1,0.044444444444444446
107,9.89969149471808,1059.2669899348346,1,3,17.20553777860008,31,4.990331629029031,0,10,0.14384454990977644,0,0.0
39,16.778609109111414,654.3657552553452,0,3,32.64994304163629,17,2.369090352113147,5,0,0.12847349350074885,0,0.125
74,11.03790208505133,816.8047542937984,0,2,26.866030251929807,10,4.6562381324218,0,0,0.10271243908044463,0,0.0
27,14.627026820252238,394.9297241468104,0,2,23.90848782728701,47,4.014200485186214,7,1,0.15294805314506554,0,0.25
105,9.514761255458096,999.0499318231002,1,3,30.607405068170017,12,1.5256503711484075,3,4,0.07771616996401913,0,0.02830188679245283
28,13.40353663580214,375.29902580245994,0,1,31.206027836008737,28,1.4261814952675271,3,11,0.10737938675550024,0,0.10344827586206896
53,9.696287444848204,513.9032345769548,2,3,37.60736102125097,48,1.168919788064081,7,14,0.06445737694085807,0,0.12962962962962962
88,17.054383285679847,1500.7857291398266,2,1,33.4541891688995,21,3.516523868644993,9,5,0.12744579663948757,0,0.10112359550561797
80,18.2101253907787,1456.810031262296,1,0,29.302633072326454,23,3.174862046293363,0,3,0.1553625333811204,0,0.0
24,14.11179246731487,338.6830192155569,2,0,14.525001149616669,31,3.1213095752967406,1,14,0.2428879708694434,1,0.04
